loan_id,gross_book_value,asset,begin_date,principal,end_date,account_id,currency_type,interest_rate_period,interest_type,interest_rate
78556399,124950,Logbook Loan,6/10/19 16:18,105000,6/9/20 22:07,710826,KES,year,Flat,19
137441301,115833.33,Logbook Loan,9/18/19 11:39,100000,7/20/20 0:00,710820,KES,year,Flat,19
172235861,412620,Logbook Loan,11/5/19 17:50,299000,11/20/21 0:00,710792,KES,year,Flat,19
726677,573927.5,Plot Purchase Financing,7/22/15 14:42,479000,7/24/17 0:00,710825,KES,year,Declining Balance,18
726835,408666.71,Plot Purchase Financing,7/15/15 11:48,314000,2/25/19 0:00,710792,KES,year,Declining Balance,18
727965,5500,Emergency Loan,12/10/15 13:23,5000,1/12/16 0:00,708860,KES,year,Flat,120
727967,5500,Emergency Loan,2/29/16 12:45,5000,3/29/16 0:00,708860,KES,year,Flat,120
727969,5610,Emergency Loan,4/26/16 12:45,5100,5/26/16 0:00,708860,KES,year,Flat,120
727971,5500,Emergency Loan,5/21/16 13:13,5000,6/21/16 0:00,708860,KES,year,Flat,120
727973,8800,Emergency Loan,7/18/16 11:40,8000,8/18/16 0:00,708860,KES,year,Flat,120
727975,1540,Emergency Loan,10/5/16 10:45,1400,11/5/16 0:00,708860,KES,year,Flat,120
731547,6710,Emergency Loan,8/10/15 12:51,6100,9/10/15 0:00,707669,KES,year,Flat,120
726447,71400,Logbook Loan,11/20/15 13:21,60000,8/20/16 0:00,710755,KES,year,Flat,25.33334
727403,6050,Emergency Loan,7/27/15 0:00,5500,8/27/15 0:00,707692,KES,year,Flat,120
727591,13200,Emergency Loan,5/3/16 12:57,12000,6/3/16 0:00,708899,KES,year,Flat,120
727783,420000,Logbook Loan,8/5/15 15:04,400000,5/30/17 0:00,710847,KES,year,Flat,59.99999
728381,376228.03,Plot Purchase Financing,7/24/15 10:45,314000,4/9/18 0:00,719376,KES,year,Declining Balance,18
728501,350951.02,Plot Purchase Financing,8/12/15 0:00,319000,8/12/16 0:00,710857,KES,year,Declining Balance,18
728503,26180,Logbook Loan,1/3/17 12:04,22000,7/10/17 0:00,710857,KES,year,Flat,19
728505,712840,Logbook Loan,8/19/15 16:59,599020,9/19/16 0:00,710858,KES,year,Flat,19
729545,1277069.79,Plot Purchase Financing,7/29/15 17:10,1080000,1/15/19 0:00,710837,KES,year,Declining Balance,18
729547,883709.12,Plot Purchase Financing,10/27/17 15:23,679000,10/27/20 0:00,710837,KES,year,Declining Balance,18
730751,376228.03,Plot Purchase Financing,7/31/15 0:00,314000,9/5/17 0:00,710319,KES,year,Declining Balance,18
730753,875800,School Fee Loan,11/17/16 15:32,604000,5/6/20 0:00,710319,KES,year,Flat,15
730755,8800,Emergency Loan,8/26/17 0:00,8000,9/26/17 0:00,710319,KES,year,Flat,120
731267,469200,Logbook Loan,8/11/15 12:08,340000,8/13/17 0:00,710851,KES,year,Flat,19
731269,759000,Logbook Loan,8/14/15 0:00,550000,9/24/17 0:00,710841,KES,year,Flat,19
731327,552000,Logbook Loan,8/5/15 0:00,400000,8/5/17 0:00,710650,KES,year,Flat,19
19446817,493263.27,Plot Purchase Financing,10/9/18 11:53,379000,10/9/21 0:00,710864,KES,year,Declining Balance,18
81502473,296146.64,Logbook Loan,6/18/19 13:01,262000,12/28/20 0:00,710720,KES,year,Flat,19
216329775,231300,Logbook Loan,1/15/20 9:45,180000,9/14/21 0:00,710762,KES,year,Flat,19
726279,17850,Logbook Loan,9/8/15 9:56,15000,12/8/15 0:00,708952,KES,year,Flat,76
726281,59500,Logbook Loan,7/23/16 10:22,50000,5/5/17 0:00,708952,KES,year,Flat,25.33334
726445,9350,Emergency Loan,8/31/15 13:29,8500,9/30/15 0:00,710758,KES,year,Flat,120
726787,5500,Emergency Loan,8/24/15 15:09,5000,9/28/15 0:00,706691,KES,year,Flat,120
727337,35700,Logbook Loan,8/25/15 12:10,30000,2/25/16 0:00,709673,KES,year,Flat,38
727927,306900,Plot Purchase Financing,9/7/15 16:43,279000,9/7/17 0:00,710880,KES,year,Declining Balance,18
728507,364210,Plot Purchase Financing,8/25/15 10:54,314000,8/25/17 0:00,710860,KES,year,Declining Balance,18
729789,345000,Logbook Loan,1/22/16 11:38,300000,4/22/16 0:00,711107,KES,year,Flat,60
730391,339949.41,Plot Purchase Financing,9/3/15 12:44,309000,9/4/17 0:00,710874,KES,year,Declining Balance,18
730393,430146.06,Plot Purchase Financing,8/31/15 0:00,359000,11/13/17 0:00,710869,KES,year,Declining Balance,18
730397,430146.06,Plot Purchase Financing,9/1/15 16:54,359000,9/30/17 0:00,710872,KES,year,Declining Balance,18
730399,345400,Plot Purchase Financing,8/31/15 15:55,314000,9/5/17 0:00,710868,KES,year,Declining Balance,18
731017,4070,Emergency Loan,3/12/16 11:00,3700,4/12/16 0:00,707476,KES,year,Flat,120
731073,1182625,Plot Purchase Financing,8/29/15 0:00,990000,8/20/19 0:00,719382,KES,year,Flat,10
731537,328300.89,Plot Purchase Financing,8/31/15 15:33,274000,8/31/17 0:00,710720,KES,year,Declining Balance,18
100623453,119000,Logbook Loan,7/19/19 14:39,100000,7/19/20 0:00,710896,KES,year,Flat,19
726833,10450,Emergency Loan,9/16/15 0:00,9500,10/16/15 0:00,706512,KES,year,Flat,120
727217,119000,Logbook Loan,9/21/15 0:00,100000,9/27/16 0:00,709046,KES,year,Flat,19
727235,7700,Emergency Loan,10/17/15 10:38,7000,11/17/15 0:00,708185,KES,year,Flat,120
727237,5500,Emergency Loan,1/18/16 12:49,5000,3/6/16 0:00,708185,KES,year,Flat,120
727239,11280,Emergency Loan,9/27/16 13:13,9400,12/5/16 0:00,708185,KES,year,Flat,120
727241,14280,Emergency Loan,4/12/17 15:19,11900,6/12/17 0:00,708185,KES,year,Flat,120
729887,760091,Plot Purchase Financing,9/15/15 16:36,718000,9/28/18 0:00,719374,KES,year,Declining Balance,18
730629,916606.51,Plot Purchase Financing,9/16/15 16:44,765000,3/28/18 0:00,710896,KES,year,Declining Balance,18
730635,47600,Logbook Loan,4/4/16 13:54,40000,1/4/17 0:00,708957,KES,year,Flat,25.33335
731673,11000,Emergency Loan,10/21/15 8:47,10000,11/21/15 0:00,708214,KES,year,Flat,120
731675,15510,Emergency Loan,1/11/16 14:42,14100,2/11/16 0:00,708214,KES,year,Flat,120
731809,23000,School Fee Loan,5/10/16 17:19,20000,8/10/16 0:00,707241,KES,year,Flat,60
731811,21500,School Fee Loan,4/15/17 11:35,20000,10/16/17 0:00,707241,KES,year,Flat,15
736307,1776633.93,Plot Purchase Financing,4/26/18 10:05,1520000,5/5/21 0:00,710887,KES,year,Declining Balance,18
44566983,390000,Logbook Loan,3/22/19 15:47,300000,9/22/19 0:00,710887,KES,year,Flat,60
66563877,690000,Logbook Loan,5/9/19 12:38,500000,5/18/21 0:00,710899,KES,year,Flat,19
8251217,710780.94,Plot Purchase Financing,7/16/18 17:05,569000,2/20/21 0:00,708249,KES,year,Declining Balance,18
34668009,1760,Emergency Loan,2/22/19 0:00,1600,3/22/19 0:00,708214,KES,year,Flat,120
243446659,2695,Emergency Loan,2/11/20 0:00,2450,3/11/20 0:00,708214,KES,year,Flat,120
726703,593098.34,Plot Purchase Financing,9/28/15 12:06,495000,10/5/17 0:00,710480,KES,year,Declining Balance,18
727307,287562.83,Plot Purchase Financing,9/23/15 16:01,240000,11/12/17 0:00,710894,KES,year,Declining Balance,18
727309,503459.64,Plot Purchase Financing,9/24/15 10:31,359100,9/25/19 0:00,710900,KES,year,Declining Balance,18
730005,614100,Logbook Loan,10/3/15 10:37,445000,10/16/17 0:00,710902,KES,year,Flat,19
730007,297499.96,Logbook Loan,10/3/15 10:42,250000,10/3/17 0:00,710908,KES,year,Flat,19
730009,645818.2,Plot Purchase Financing,9/28/15 15:24,539000,10/9/17 0:00,710911,KES,year,Declining Balance,18
730627,358255.34,Plot Purchase Financing,10/1/15 15:12,299000,10/9/17 0:00,710910,KES,year,Declining Balance,18
730631,11900,Biashara Loan,10/1/15 0:00,10000,2/8/16 0:00,710919,KES,year,Flat,57
731485,189750,Logbook Loan,10/3/15 11:10,165000,1/14/16 0:00,719387,KES,year,Flat,60
731677,5610,Emergency Loan,5/30/16 14:01,5100,6/30/16 0:00,708214,KES,year,Flat,120
731679,14850,Emergency Loan,7/11/16 10:11,13500,8/11/16 0:00,708214,KES,year,Flat,120
731681,1100,Emergency Loan,10/17/16 15:59,1000,11/17/16 0:00,708214,KES,year,Flat,120
731683,3410,Emergency Loan,12/2/16 12:22,3100,1/2/17 0:00,708214,KES,year,Flat,120
731685,11880,Emergency Loan,1/16/17 13:29,10800,2/16/17 0:00,708214,KES,year,Flat,120
731689,1430,Emergency Loan,2/23/17 12:30,1300,3/23/17 0:00,708214,KES,year,Flat,120
68219305,267750,Logbook Loan,5/14/19 12:16,225000,5/13/21 23:55,711009,KES,year,Flat,19
726469,5500,Emergency Loan,11/30/15 12:53,5000,1/3/16 0:00,708563,KES,year,Flat,120
726471,4840,Emergency Loan,5/21/15 14:25,4400,6/22/15 0:00,708563,KES,year,Flat,10
726473,5500,Emergency Loan,8/4/15 14:51,5000,9/7/15 0:00,708563,KES,year,Flat,10
726475,6050,Emergency Loan,6/20/16 11:11,5500,7/20/16 0:00,708563,KES,year,Flat,10
726477,5500,Emergency Loan,9/23/16 11:55,5000,10/24/16 0:00,708563,KES,year,Flat,10
726845,362818.52,Plot Purchase Financing,10/12/15 16:31,315000,10/21/17 0:00,710688,KES,year,Declining Balance,18
727479,819936.31,Plot Purchase Financing,10/8/15 10:11,630000,10/18/18 0:00,710923,KES,year,Declining Balance,18
727481,11000,Emergency Loan,3/22/18 10:17,10000,5/1/18 0:00,710923,KES,year,Flat,120
727483,377426.22,Plot Purchase Financing,10/7/15 10:51,315000,10/11/17 0:00,710924,KES,year,Declining Balance,18
727555,690000,Logbook Loan,10/21/15 0:00,500000,10/23/17 0:00,710914,KES,year,Flat,19
730109,362351.95,Plot Purchase Financing,10/22/15 14:33,315000,12/20/17 0:00,711010,KES,year,Declining Balance,18
730113,310328.23,Plot Purchase Financing,10/25/17 16:29,259000,10/25/19 0:00,711009,KES,year,Declining Balance,18
731879,376228.03,Plot Purchase Financing,10/19/15 0:00,314000,11/6/17 0:00,710796,KES,year,Declining Balance,18
7792381,285600,Logbook Loan,7/11/18 12:06,240000,8/5/19 0:00,710688,KES,year,Flat,19
7792383,130900,Logbook Loan,7/11/18 11:51,110000,8/15/19 0:00,710918,KES,year,Flat,19
37068577,65000,Logbook Loan,3/6/19 16:37,50000,9/6/19 0:00,711011,KES,year,Flat,60
731851,49980,Logbook Loan,1/27/15 13:42,42000,10/28/15 0:00,711826,KES,year,Flat,19
77421071,119000,Logbook Loan,6/6/19 8:23,100000,12/5/19 23:17,710925,KES,year,Flat,19
128816685,449750,Logbook Loan,9/2/19 13:31,350000,3/10/21 0:00,710925,KES,year,Flat,19
726479,5500,Emergency Loan,11/21/16 10:47,5000,12/21/16 0:00,708563,KES,year,Flat,120
726483,6050,Emergency Loan,2/8/16 10:14,5500,3/8/16 0:00,708563,KES,year,Flat,120
726485,6050,Emergency Loan,4/9/16 0:00,5500,5/9/16 0:00,708563,KES,year,Flat,120
726487,5041.67,Emergency Loan,2/2/17 12:22,5000,3/1/17 0:00,708563,KES,year,Flat,10
726489,5500,Emergency Loan,4/12/17 14:29,5000,5/12/17 0:00,708563,KES,year,Flat,120
726491,5500,Emergency Loan,6/28/17 10:07,5000,7/31/17 0:00,708563,KES,year,Flat,120
726493,5500,Emergency Loan,9/1/17 10:32,5000,10/12/17 0:00,708563,KES,year,Flat,120
727279,376228.03,Plot Purchase Financing,10/16/17 15:45,314000,10/17/19 0:00,711021,KES,year,Declining Balance,18
727281,430146.06,Plot Purchase Financing,10/26/15 10:59,359000,10/26/17 0:00,711014,KES,year,Declining Balance,18
727285,376228.03,Plot Purchase Financing,11/2/15 11:58,314000,2/27/18 0:00,711023,KES,year,Declining Balance,18
730159,377426.22,Plot Purchase Financing,10/27/15 10:16,315000,12/16/17 0:00,711017,KES,year,Declining Balance,18
730161,376228.03,Plot Purchase Financing,10/28/15 15:34,314000,11/17/17 0:00,711015,KES,year,Declining Balance,18
730947,9520,Logbook Loan,3/11/16 0:00,8000,6/13/16 0:00,712015,KES,year,Flat,76
730983,3300,Emergency Loan,11/3/15 11:05,3000,12/7/15 0:00,708785,KES,year,Flat,10
730985,3300,Emergency Loan,1/22/15 0:00,3000,2/23/15 0:00,708785,KES,year,Flat,10
21708387,7590,Emergency Loan,11/1/18 0:00,6900,12/1/18 0:00,708785,KES,year,Flat,120
729127,23800,Logbook Loan,11/6/15 13:01,20000,5/9/16 0:00,708415,KES,year,Flat,19
729745,358255.34,Plot Purchase Financing,11/3/15 15:52,299000,11/6/17 0:00,711025,KES,year,Declining Balance,18
730987,3300,Emergency Loan,3/20/15 14:25,3000,4/20/15 0:00,708785,KES,year,Flat,10
730989,3300,Emergency Loan,5/25/15 0:00,3000,6/29/15 0:00,708785,KES,year,Flat,10
730991,3300,Emergency Loan,8/3/15 12:10,3000,9/3/15 0:00,708785,KES,year,Flat,10
730993,3300,Emergency Loan,9/21/15 15:42,3000,10/28/15 0:00,708785,KES,year,Flat,10
730995,3300,Emergency Loan,7/18/16 10:34,3000,8/21/16 0:00,708785,KES,year,Flat,10
730997,3300,Emergency Loan,9/26/16 16:24,3000,10/26/16 0:00,708785,KES,year,Flat,10
730999,3300,Emergency Loan,12/2/16 13:49,3000,1/6/17 0:00,708785,KES,year,Flat,120
731001,3300,Emergency Loan,1/19/16 13:03,3000,2/28/16 0:00,708785,KES,year,Flat,120
731003,3300,Emergency Loan,4/12/16 0:00,3000,5/12/16 0:00,708785,KES,year,Flat,120
731005,3740,Emergency Loan,9/18/17 10:45,3400,10/18/17 0:00,708785,KES,year,Flat,120
731007,3190,Emergency Loan,11/14/17 9:39,2900,12/15/17 0:00,708785,KES,year,Flat,120
731009,4400,Emergency Loan,2/23/18 0:00,4000,3/23/18 0:00,708785,KES,year,Flat,120
736315,4400,Emergency Loan,5/10/18 0:00,4000,6/10/18 0:00,708785,KES,year,Flat,120
2301365,4400,Emergency Loan,6/5/18 0:00,4000,7/5/18 0:00,708785,KES,year,Flat,120
280526853,362250,Logbook Loan,3/17/20 11:42,262500,3/17/22 0:00,711087,KES,year,Flat,19
726975,395067.42,Plot Purchase Financing,11/25/15 16:53,359100,12/11/17 0:00,711119,KES,year,Declining Balance,18
726977,407411.63,Plot Purchase Financing,11/24/15 0:00,359000,11/24/17 0:00,711109,KES,year,Declining Balance,18
727117,426551.55,Plot Purchase Financing,11/19/15 0:00,356000,11/28/17 0:00,704840,KES,year,Declining Balance,18
727945,47600,Logbook Loan,11/20/15 15:28,40000,8/22/16 0:00,711887,KES,year,Flat,19
728653,35700,Logbook Loan,6/12/15 0:00,30000,12/18/15 0:00,711885,KES,year,Flat,19
729049,337768,Plot Purchase Financing,11/27/15 0:00,309000,12/10/16 0:00,707680,KES,year,Declining Balance,18
729611,629458.82,Plot Purchase Financing,2/23/17 17:15,520000,9/24/19 0:00,711104,KES,year,Declining Balance,18
729651,454109.69,Plot Purchase Financing,11/30/15 13:17,379000,12/11/17 0:00,711108,KES,year,Declining Balance,18
730039,430146.06,Plot Purchase Financing,11/20/15 15:39,359000,12/8/17 0:00,711086,KES,year,Declining Balance,18
730137,10648,Emergency Loan,11/11/15 12:15,9680,12/11/15 0:00,709658,KES,year,Flat,120
730657,178500,Logbook Loan,10/24/17 13:37,150000,1/17/19 0:00,711131,KES,year,Flat,19
730961,165023.99,Plot Purchase Financing,11/28/15 12:16,150000,12/5/16 0:00,711128,KES,year,Declining Balance,18
7282693,55000,Emergency Loan,7/5/18 11:11,50000,8/6/18 0:00,711109,KES,year,Flat,120
66564043,621000,Logbook Loan,5/9/19 14:16,450000,5/9/21 0:00,711626,KES,year,Flat,19
99359813,357000,Logbook Loan,7/16/19 13:34,300000,7/16/20 0:00,707680,KES,year,Flat,19
67864061,181600,School Fee Loan,5/9/19 11:57,160000,11/13/20 0:00,704947,KES,year,Flat,15
726389,19040,Logbook Loan,12/4/15 0:00,16000,7/18/16 0:00,711953,KES,year,Flat,19
728287,11924,Logbook Loan,10/23/14 0:00,10000,1/23/15 0:00,706906,KES,year,Flat,60
728817,28750,Logbook Loan,9/3/14 9:54,25000,3/5/15 0:00,708084,KES,year,Flat,30
728869,59500,Logbook Loan,12/11/15 0:00,50000,9/15/16 0:00,711201,KES,year,Flat,25.5
729101,344250,Plot Purchase Financing,9/27/14 0:00,270000,5/30/17 0:00,711176,KES,year,Declining Balance,18
729183,419362.44,Plot Purchase Financing,11/30/15 14:56,350000,11/30/17 0:00,711120,KES,year,Declining Balance,18
729667,35700,Logbook Loan,12/3/14 11:57,30000,7/30/15 0:00,709417,KES,year,Flat,38
729685,27500,School Fee Loan,12/19/14 15:04,25000,6/19/15 0:00,704947,KES,year,Flat,20
729687,110000,Logbook Loan,9/19/15 0:00,100000,10/5/16 0:00,704947,KES,year,Flat,10
730221,35700,Logbook Loan,11/28/14 14:17,30000,5/28/15 0:00,709398,KES,year,Flat,38
730223,431445.24,Plot Purchase Financing,8/28/15 0:00,349000,2/28/18 0:00,709398,KES,year,Declining Balance,18
731371,35700,Logbook Loan,11/28/14 14:08,30000,5/28/15 0:00,711212,KES,year,Flat,38
731373,35700,Logbook Loan,6/4/16 0:00,30000,12/5/16 0:00,711212,KES,year,Flat,38
731507,35700,Logbook Loan,12/5/14 8:22,30000,6/5/15 0:00,709458,KES,year,Flat,38
731835,59502.5,Logbook Loan,12/5/14 8:29,50000,9/16/15 0:00,711171,KES,year,Flat,25.34
16302093,690000,Logbook Loan,9/12/18 14:05,500000,9/25/20 0:00,711120,KES,year,Flat,19
731831,59506.25,Logbook Loan,3/7/15 8:51,50000,12/9/15 0:00,711170,KES,year,Flat,25.35
731833,71403,Logbook Loan,3/7/15 9:04,60000,12/23/15 0:00,711172,KES,year,Flat,25.34
731837,47600,Logbook Loan,1/16/16 0:00,40000,12/30/16 0:00,711169,KES,year,Flat,25.5
364958881,108309.97,School Fee Loan,5/27/20 9:36,100000,5/27/21 0:00,704947,KES,year,Declining Balance,15
726393,59500,Logbook Loan,12/11/15 0:00,50000,9/14/16 0:00,711152,KES,year,Flat,25.5
726397,17850,Logbook Loan,3/25/15 0:00,15000,6/26/15 0:00,708774,KES,year,Flat,75
726823,4620,Emergency Loan,1/8/15 0:00,4200,2/9/15 0:00,706945,KES,year,Flat,100
727151,35700,Logbook Loan,3/25/15 0:00,30000,9/29/15 0:00,709420,KES,year,Flat,35
727269,588630.34,Plot Purchase Financing,3/30/15 8:56,495000,3/30/17 0:00,711398,KES,year,Declining Balance,18
727373,12100,Emergency Loan,3/17/15 0:00,11000,4/17/15 0:00,711283,KES,year,Flat,10
728217,107100,Logbook Loan,1/22/15 0:00,90000,1/23/16 0:00,705266,KES,year,Flat,19
729097,59500,Logbook Loan,1/30/15 12:44,50000,11/3/15 0:00,711183,KES,year,Flat,25
729099,57005,Logbook Loan,2/6/15 13:51,50000,11/7/15 0:00,711180,KES,year,Flat,18.68
730033,42840,Logbook Loan,1/16/16 0:00,36000,10/23/16 0:00,711253,KES,year,Flat,25.5
730219,10710,Logbook Loan,2/28/15 0:00,9000,5/28/15 0:00,709393,KES,year,Flat,76
731839,35700,Logbook Loan,4/16/16 8:44,30000,10/26/16 0:00,711168,KES,year,Flat,38
137441729,238000,Logbook Loan,9/18/19 14:11,200000,9/18/20 0:00,711474,KES,year,Flat,19
727809,377426.22,Plot Purchase Financing,5/20/15 0:00,315000,6/28/18 0:00,711455,KES,year,Declining Balance,18
727811,377426.22,Plot Purchase Financing,5/19/15 0:00,315000,6/20/17 0:00,711456,KES,year,Declining Balance,18
728227,23800,Logbook Loan,11/13/15 0:00,20000,6/7/16 0:00,711354,KES,year,Flat,38
728543,645818.2,Plot Purchase Financing,6/2/15 0:00,539000,6/18/17 0:00,711468,KES,year,Declining Balance,18
728545,34500,Emergency Loan,8/26/16 11:18,30000,11/26/16 0:00,711468,KES,year,Flat,15
728547,11000,Emergency Loan,1/24/17 9:08,10000,2/24/17 0:00,711468,KES,year,Flat,10
728549,84000,Logbook Loan,4/21/17 15:19,70000,7/10/17 0:00,711468,KES,year,Flat,20
729795,479271.38,Plot Purchase Financing,6/5/15 0:00,400000,6/5/17 0:00,711474,KES,year,Declining Balance,18
730431,346550,Plot Purchase Financing,5/22/15 0:00,315000,5/23/16 0:00,711458,KES,year,Declining Balance,18
730433,478073.18,Plot Purchase Financing,5/29/15 0:00,399000,5/29/17 0:00,711464,KES,year,Declining Balance,18
730471,377426.22,Plot Purchase Financing,5/18/15 0:00,315000,5/29/17 0:00,711290,KES,year,Declining Balance,18
730661,124950,Plot Purchase Financing,6/5/17 13:00,105000,6/7/18 0:00,711312,KES,year,Flat,19
731143,33000,Logbook Loan,5/18/15 0:00,30000,11/18/15 0:00,707810,KES,year,Flat,20
731479,53555.63,Logbook Loan,4/16/16 8:56,45000,1/19/17 0:00,711167,KES,year,Flat,25.35
731501,336951,Plot Purchase Financing,5/15/15 0:00,315000,5/30/17 0:00,711430,KES,year,Declining Balance,18
731503,119000,Logbook Loan,10/17/17 10:52,100000,11/4/18 0:00,711432,KES,year,Flat,19
726891,24990,Logbook Loan,6/26/15 0:00,21000,1/10/16 0:00,711387,KES,year,Flat,38
727823,35700,Logbook Loan,12/11/15 0:00,30000,7/11/16 0:00,711331,KES,year,Flat,38
728399,35700,Logbook Loan,6/12/15 0:00,30000,12/17/15 0:00,711242,KES,year,Flat,38
728551,44000,Emergency Loan,9/25/17 11:21,40000,10/25/17 0:00,711468,KES,year,Flat,120
728555,17850,Logbook Loan,6/4/15 0:00,15000,9/6/15 0:00,711426,KES,year,Flat,76
729781,35700,Logbook Loan,7/11/15 0:00,30000,1/13/16 0:00,711396,KES,year,Flat,38
730069,59562.5,Logbook Loan,7/11/15 0:00,50000,4/14/16 0:00,711192,KES,year,Flat,25.5
730821,2235720,Plot Purchase Financing,7/10/15 0:00,1795000,1/10/18 0:00,711498,KES,year,Declining Balance,18
730823,297500,Logbook Loan,4/16/16 8:36,250000,6/21/17 0:00,711497,KES,year,Flat,19
731069,701501.08,Plot Purchase Financing,6/9/15 0:00,539000,6/9/18 0:00,711486,KES,year,Declining Balance,18
736217,19800,Emergency Loan,4/26/18 15:01,18000,5/28/18 0:00,711468,KES,year,Flat,120
22139627,33000,Emergency Loan,11/9/18 0:00,30000,12/9/18 0:00,711468,KES,year,Flat,120
26200193,22000,Emergency Loan,12/11/18 0:00,20000,1/11/19 0:00,711468,KES,year,Flat,120
37475763,22000,Emergency Loan,3/12/19 16:14,20000,4/12/19 2:43,711468,KES,year,Flat,120
69983389,119000,Logbook Loan,5/20/19 15:03,100000,6/12/20 0:00,711516,KES,year,Flat,19
90232753,55000,Emergency Loan,7/3/19 10:17,50000,8/3/19 0:00,711468,KES,year,Flat,120
142311905,19800,Emergency Loan,9/26/19 14:26,18000,10/26/19 0:00,711468,KES,year,Flat,120
100182366,312375,Logbook Loan,7/18/19 12:14,262500,8/3/20 0:00,711575,KES,year,Flat,19
731049,377426.22,Plot Purchase Financing,8/31/15 0:00,315000,8/31/17 0:00,711573,KES,year,Declining Balance,18
731737,14280,Logbook Loan,8/3/15 0:00,12000,3/13/16 0:00,709518,KES,year,Flat,76
727071,23800,Logbook Loan,7/11/15 0:00,20000,1/11/16 0:00,711406,KES,year,Flat,38
727375,6600,Logbook Loan,9/28/15 0:00,6000,10/28/15 0:00,711274,KES,year,Flat,120
727583,354235,Plot Purchase Financing,9/24/15 11:31,349000,9/25/17 0:00,711615,KES,year,Declining Balance,18
727991,21420,Logbook Loan,9/16/15 0:00,18000,12/16/15 0:00,711348,KES,year,Flat,76
728531,427546,Plot Purchase Financing,9/15/15 0:00,359000,11/20/17 0:00,711604,KES,year,Declining Balance,18
728557,35700,Logbook Loan,7/27/15 10:30,30000,5/30/17 0:00,711424,KES,year,Flat,38
728747,431344.22,Plot Purchase Financing,8/31/15 0:00,360000,2/21/18 0:00,711582,KES,year,Declining Balance,18
728881,545322.78,Plot Purchase Financing,8/30/17 12:07,419000,8/31/20 0:00,706914,KES,year,Declining Balance,18
729645,571200,Logbook Loan,10/5/15 8:54,480000,11/14/16 0:00,712780,KES,year,Flat,19
730071,32850,Logbook Loan,11/27/17 11:45,30000,11/18/18 0:00,711192,KES,year,Flat,19
730073,23800,Logbook Loan,8/3/15 0:00,20000,2/4/16 0:00,711186,KES,year,Flat,38
730075,6050,Emergency Loan,7/11/16 0:00,5500,8/25/16 0:00,711186,KES,year,Flat,120
730731,437920,Logbook Loan,8/21/15 0:00,368000,8/22/16 0:00,705169,KES,year,Flat,19
155386319,54750,Logbook Loan,10/5/19 11:43,50000,4/5/20 2:37,711638,KES,year,Flat,19
247687873,238000,Logbook Loan,2/18/20 0:00,200000,8/18/20 0:00,707924,KES,year,Flat,38
727259,898157.28,Plot Purchase Financing,8/10/16 0:00,719000,2/11/19 0:00,712798,KES,year,Declining Balance,18
727261,808770.42,Plot Purchase Financing,5/16/16 0:00,675000,6/7/18 0:00,712805,KES,year,Declining Balance,18
727263,690000,Logbook Loan,10/19/17 0:00,500000,10/23/19 0:00,712805,KES,year,Flat,19
727371,11000,Emergency Loan,11/12/15 16:17,10000,12/17/15 0:00,711282,KES,year,Flat,120
727587,377426.22,Plot Purchase Financing,10/9/15 0:00,315000,10/9/17 0:00,707924,KES,year,Declining Balance,18
727595,1650,Emergency Loan,10/22/15 10:20,1500,12/1/15 0:00,711303,KES,year,Flat,120
727597,1100,Emergency Loan,3/7/16 11:45,1000,4/7/16 0:00,711303,KES,year,Flat,120
729167,377426.22,Plot Purchase Financing,10/13/15 0:00,315000,10/18/17 0:00,711636,KES,year,Declining Balance,18
729629,362823,Plot Purchase Financing,10/21/15 0:00,315000,10/26/17 0:00,711644,KES,year,Declining Balance,18
729643,178500,Logbook Loan,10/8/15 0:00,150000,4/21/16 0:00,710917,KES,year,Flat,19
730435,377426.22,Plot Purchase Financing,10/13/15 0:00,315000,10/30/17 0:00,711638,KES,year,Declining Balance,18
216957637,38325,Logbook Loan,1/22/20 0:00,35000,7/22/20 0:00,711651,KES,year,Flat,19
726287,363748.22,Plot Purchase Financing,11/16/15 0:00,315000,11/16/17 0:00,709503,KES,year,Declining Balance,18
726781,5610,Emergency Loan,11/6/15 0:00,5100,12/8/15 0:00,712776,KES,year,Flat,120
727271,23800,Logbook Loan,5/20/16 14:45,20000,11/21/16 0:00,711399,KES,year,Flat,38
727641,409968.24,Plot Purchase Financing,11/4/15 0:00,315000,11/5/18 0:00,705015,KES,year,Declining Balance,18
727989,23800,Logbook Loan,11/6/15 0:00,20000,5/9/16 0:00,711347,KES,year,Flat,38
728755,23800,Logbook Loan,11/14/15 0:00,20000,5/20/16 0:00,712412,KES,year,Flat,19
729771,323508.19,Plot Purchase Financing,11/12/15 0:00,270000,4/26/18 0:00,719508,KES,year,Declining Balance,18
729853,419362.44,Plot Purchase Financing,11/19/15 0:00,350000,11/20/17 0:00,711664,KES,year,Declining Balance,18
729855,119000,Logbook Loan,11/9/17 13:17,100000,11/9/18 0:00,711673,KES,year,Flat,19
730825,23800,Logbook Loan,5/14/16 10:59,20000,11/23/16 0:00,711500,KES,year,Flat,38
731491,12100,Emergency Loan,11/14/15 0:00,11000,12/14/15 0:00,711609,KES,year,Flat,120
72107641,119000,Logbook Loan,5/27/19 12:08,100000,5/27/20 0:00,711655,KES,year,Flat,19
161343169,295550,Logbook Loan,10/18/19 15:06,230000,6/18/21 0:00,711673,KES,year,Flat,19
2301621,33000,Emergency Loan,5/31/18 14:48,30000,7/7/18 0:00,706956,KES,year,Flat,120
